Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
0_46_144,"[4, 4, 4, 4, 18, 21, 21, 63, 85, 104, 132, 141, 176, 176, 287, 297, 330, 359, 420, 420]",[0],[46],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 22, 23]","[4, 4, 4, 4, 18, 21, 21, 63, 85, 104, 132, 141, 176, 176, 287, 297, 330, 359, 420, 420]","[4, 4, 4, 4, 18, 21, 21, 63, 85, 104, 132, 141, 176, 176, 287, 297, 330, 359, 420, 420]"
0_76_145,"[65, 126, 210, 210, 210, 210, 418, 682, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766]",[0],[76],"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 21, 22, 23]","[65, 126, 210, 210, 210, 210, 418, 682, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766]","[65, 126, 210, 210, 210, 210, 418, 682, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766]"
12_57_146,"[21, 38, 60, 94, 173, 226, 231, 231, 261, 261, 261, 261, 261, 261, 261, 274, 276, 276, 276, 276]",[12],[57],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[21, 38, 60, 94, 173, 226, 231, 231, 261, 261, 261, 261, 261, 261, 261, 274, 276, 276, 276, 276]","[21, 38, 60, 94, 173, 226, 231, 231, 261, 261, 261, 261, 261, 261, 261, 274, 276, 276, 276, 276]"
12_57_147,"[45, 45, 51, 51, 51, 187, 187, 226, 231, 231, 231, 231, 239, 261, 261, 261, 261, 261, 261, 353]",[12],[57],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[45, 45, 51, 51, 51, 187, 187, 226, 231, 231, 231, 231, 239, 261, 261, 261, 261, 261, 261, 353]","[45, 45, 51, 51, 51, 187, 187, 226, 231, 231, 231, 231, 239, 261, 261, 261, 261, 261, 261, 353]"
0_22_148,"[41, 53, 105, 105, 105, 182, 218, 288, 288, 288, 288, 288, 400, 400, 400, 400, 400, 400, 400, 400]",[0],[22],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 21, 22, 23]","[41, 53, 105, 105, 105, 182, 218, 288, 288, 288, 288, 288, 400, 400, 400, 400, 400, 400, 400, 400]","[41, 53, 105, 105, 105, 182, 218, 288, 288, 288, 288, 288, 400, 400, 400, 400, 400, 400, 400, 400]"
0_11_149,"[75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 84, 84, 185, 185, 185, 185]",[0],[11],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 20, 21, 22, 23]","[75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 84, 84, 185, 185, 185, 185]","[75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 84, 84, 185, 185, 185, 185]"
0_23_150,"[11, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75]",[0],[23],"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[11, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75]","[11, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75]"
4_47_151,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",[4],[47],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 23]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
4_46_152,"[0, 96, 106, 128, 134, 150, 150, 150, 167, 172, 282, 282, 309, 309, 309, 376, 438, 439, 439, 457]",[4],[46],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 23]","[0, 96, 106, 128, 134, 150, 150, 150, 167, 172, 282, 282, 309, 309, 309, 376, 438, 439, 439, 457]","[0, 96, 106, 128, 134, 150, 150, 150, 167, 172, 282, 282, 309, 309, 309, 376, 438, 439, 439, 457]"
0_50_153,"[2, 138, 173, 173, 255, 255, 289, 289, 387, 387, 423, 451, 451, 467, 517, 572, 588, 588, 650, 670]",[0],[50],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 21, 22, 23]","[2, 138, 173, 173, 255, 255, 289, 289, 387, 387, 423, 451, 451, 467, 517, 572, 588, 588, 650, 670]","[2, 138, 173, 173, 255, 255, 289, 289, 387, 387, 423, 451, 451, 467, 517, 572, 588, 588, 650, 670]"
1_46_154,"[40, 149, 149, 180, 195, 214, 235, 247, 325, 374, 375, 420, 420, 420, 440, 458, 458, 458, 468, 503]",[1],[46],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[40, 149, 149, 180, 195, 214, 235, 247, 325, 374, 375, 420, 420, 420, 440, 458, 458, 458, 468, 503]","[40, 149, 149, 180, 195, 214, 235, 247, 325, 374, 375, 420, 420, 420, 440, 458, 458, 458, 468, 503]"
0_73_155,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 22, 22, 22, 22, 22, 22]",[0],[73],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 22, 22, 22, 22, 22, 22]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 22, 22, 22, 22, 22, 22]"
4_65_156,"[5, 22, 106, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141]",[4],[65],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[5, 22, 106, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141]","[5, 22, 106, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141]"
0_58_157,"[134, 134, 134, 134, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303]",[0],[58],"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 21, 22, 23]","[134, 134, 134, 134, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303]","[134, 134, 134, 134, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303, 303]"
0_56_158,"[303, 311, 311, 376, 512, 604, 629, 629, 629, 629, 629, 629, 629, 629, 758, 765, 765, 765, 765, 765]",[0],[56],"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 22, 23]","[303, 311, 311, 376, 512, 604, 629, 629, 629, 629, 629, 629, 629, 629, 758, 765, 765, 765, 765, 765]","[303, 311, 311, 376, 512, 604, 629, 629, 629, 629, 629, 629, 629, 629, 758, 765, 765, 765, 765, 765]"
13_36_159,"[4, 4, 4, 63, 75, 110, 194, 194, 194, 194, 194, 194, 194, 231, 231, 231, 249, 264, 319, 319]",[13],[36],"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[4, 4, 4, 63, 75, 110, 194, 194, 194, 194, 194, 194, 194, 231, 231, 231, 249, 264, 319, 319]","[4, 4, 4, 63, 75, 110, 194, 194, 194, 194, 194, 194, 194, 231, 231, 231, 249, 264, 319, 319]"
0_22_160,"[29, 41, 41, 41, 105, 105, 105, 135, 182, 182, 362, 410, 479, 502, 543, 544, 544, 544, 544, 566]",[0],[22],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 22, 23]","[29, 41, 41, 41, 105, 105, 105, 135, 182, 182, 362, 410, 479, 502, 543, 544, 544, 544, 544, 566]","[29, 41, 41, 41, 105, 105, 105, 135, 182, 182, 362, 410, 479, 502, 543, 544, 544, 544, 544, 566]"
14_85_161,"[565, 755, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849]",[14],[85],"[0, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 22, 23]","[565, 755, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849]","[565, 755, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849]"
4_56_162,"[48, 209, 221, 229, 229, 229, 229, 229, 229, 229, 229, 229, 229, 229, 229, 229, 229, 235, 246, 246]",[4],[56],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 23]","[48, 209, 221, 229, 229, 229, 229, 229, 229, 229, 229, 229, 229, 229, 229, 229, 229, 235, 246, 246]","[48, 209, 221, 229, 229, 229, 229, 229, 229, 229, 229, 229, 229, 229, 229, 229, 229, 235, 246, 246]"
0_55_163,"[76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 88, 126, 130, 136, 199, 348, 348, 348, 437, 437]",[0],[55],"[0, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 21, 22, 23]","[76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 88, 126, 130, 136, 199, 348, 348, 348, 437, 437]","[76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 88, 126, 130, 136, 199, 348, 348, 348, 437, 437]"
0_57_164,"[0, 24, 64, 106, 137, 174, 235, 235, 260, 260, 260, 260, 260, 260, 260, 260, 260, 273, 285, 303]",[0],[57],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 21, 22, 23]","[0, 24, 64, 106, 137, 174, 235, 235, 260, 260, 260, 260, 260, 260, 260, 260, 260, 273, 285, 303]","[0, 24, 64, 106, 137, 174, 235, 235, 260, 260, 260, 260, 260, 260, 260, 260, 260, 273, 285, 303]"
0_64_165,"[4, 4, 36, 85, 166, 172, 215, 277, 338, 393, 467, 526, 544, 544, 544, 544, 544, 544, 653, 653]",[0],[64],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 22, 23]","[4, 4, 36, 85, 166, 172, 215, 277, 338, 393, 467, 526, 544, 544, 544, 544, 544, 544, 653, 653]","[4, 4, 36, 85, 166, 172, 215, 277, 338, 393, 467, 526, 544, 544, 544, 544, 544, 544, 653, 653]"
0_66_166,"[31, 95, 95, 95, 95, 95, 214, 283, 325, 325, 349, 349, 395, 395, 395, 395, 395, 395, 403, 403]",[0],[66],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 21, 22, 23]","[31, 95, 95, 95, 95, 95, 214, 283, 325, 325, 349, 349, 395, 395, 395, 395, 395, 395, 403, 403]","[31, 95, 95, 95, 95, 95, 214, 283, 325, 325, 349, 349, 395, 395, 395, 395, 395, 395, 403, 403]"
4_57_167,"[25, 25, 110, 170, 324, 540, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598]",[4],[57],"[0, 1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 23]","[25, 25, 110, 170, 324, 540, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598]","[25, 25, 110, 170, 324, 540, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598]"
15_67_168,"[240, 650, 773, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925]",[15],[67],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 23]","[240, 650, 773, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925]","[240, 650, 773, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925]"
0_40_169,"[29, 47, 51, 51, 51, 51, 51, 51, 61, 75, 75, 75, 75, 75, 98, 114, 154, 154, 154, 154]",[0],[40],"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 20, 22, 23]","[29, 47, 51, 51, 51, 51, 51, 51, 61, 75, 75, 75, 75, 75, 98, 114, 154, 154, 154, 154]","[29, 47, 51, 51, 51, 51, 51, 51, 61, 75, 75, 75, 75, 75, 98, 114, 154, 154, 154, 154]"
2_46_170,"[17, 167, 207, 268, 268, 312, 337, 363, 363, 363, 363, 363, 363, 363, 363, 363, 363, 406, 406, 414]",[2],[46],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 21, 22, 23]","[17, 167, 207, 268, 268, 312, 337, 363, 363, 363, 363, 363, 363, 363, 363, 363, 363, 406, 406, 414]","[17, 167, 207, 268, 268, 312, 337, 363, 363, 363, 363, 363, 363, 363, 363, 363, 363, 406, 406, 414]"
0_26_171,"[115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 157]",[0],[26],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 20, 21, 22, 23]","[115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 157]","[115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 157]"
4_56_172,"[509, 529, 529, 529, 555, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619]",[4],[56],"[0, 1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 22, 23]","[509, 529, 529, 529, 555, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619]","[509, 529, 529, 529, 555, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619, 619]"
0_5_173,"[290, 359, 502, 535, 535, 584, 607, 607, 607, 607, 607, 607, 607, 637, 637, 649, 649, 649, 649, 649]",[0],[5],"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 22, 23]","[290, 359, 502, 535, 535, 584, 607, 607, 607, 607, 607, 607, 607, 637, 637, 649, 649, 649, 649, 649]","[290, 359, 502, 535, 535, 584, 607, 607, 607, 607, 607, 607, 607, 637, 637, 649, 649, 649, 649, 649]"
0_45_174,"[63, 94, 94, 130, 130, 130, 130, 130, 130, 130, 132, 173, 184, 195, 271, 286, 286, 286, 286, 286]",[0],[45],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 21, 22, 23]","[63, 94, 94, 130, 130, 130, 130, 130, 130, 130, 132, 173, 184, 195, 271, 286, 286, 286, 286, 286]","[63, 94, 94, 130, 130, 130, 130, 130, 130, 130, 132, 173, 184, 195, 271, 286, 286, 286, 286, 286]"
2_5_175,"[37, 37, 37, 200, 257, 257, 257, 295, 295, 299, 406, 537, 549, 616, 623, 623, 623, 623, 623, 647]",[2],[5],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13]","[37, 37, 37, 200, 257, 257, 257, 295, 295, 299, 406, 537, 549, 616, 623, 623, 623, 623, 623, 647]","[37, 37, 37, 200, 257, 257, 257, 295, 295, 299, 406, 537, 549, 616, 623, 623, 623, 623, 623, 647]"
0_35_176,"[88, 382, 382, 382, 535, 567, 617, 727, 898, 898, 898, 898, 898, 898, 898, 905, 1003, 1003, 1003, 1003]",[0],[35],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 21, 22, 23]","[88, 382, 382, 382, 535, 567, 617, 727, 898, 898, 898, 898, 898, 898, 898, 905, 1003, 1003, 1003, 1003]","[88, 382, 382, 382, 535, 567, 617, 727, 898, 898, 898, 898, 898, 898, 898, 905, 1003, 1003, 1003, 1003]"
0_12_177,"[75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 154]",[0],[12],"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 21, 22, 23]","[75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 154]","[75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 154]"
16_57_178,"[6, 51, 218, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 261]",[16],[57],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[6, 51, 218, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 261]","[6, 51, 218, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 231, 261]"
1_57_179,"[21, 21, 60, 60, 60, 60, 60, 168, 210, 261, 321, 321, 373, 373, 373, 373, 373, 373, 373, 373]",[1],[57],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 23]","[21, 21, 60, 60, 60, 60, 60, 168, 210, 261, 321, 321, 373, 373, 373, 373, 373, 373, 373, 373]","[21, 21, 60, 60, 60, 60, 60, 168, 210, 261, 321, 321, 373, 373, 373, 373, 373, 373, 373, 373]"
0_57_180,"[24, 115, 128, 184, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256]",[0],[57],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 22, 23]","[24, 115, 128, 184, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256]","[24, 115, 128, 184, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256]"
0_69_181,"[31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",[0],[69],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 20, 21, 22, 23]","[31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31]","[31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31]"
0_55_182,"[31, 85, 86, 86, 88, 88, 88, 88, 88, 130, 199, 220, 283, 362, 403, 436, 485, 526, 621, 621]",[0],[55],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 23]","[31, 85, 86, 86, 88, 88, 88, 88, 88, 130, 199, 220, 283, 362, 403, 436, 485, 526, 621, 621]","[31, 85, 86, 86, 88, 88, 88, 88, 88, 130, 199, 220, 283, 362, 403, 436, 485, 526, 621, 621]"
0_67_183,"[467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467]",[0],[67],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 21, 22, 23]","[467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467]","[467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467, 467]"
17_45_184,"[46, 61, 61, 61, 62, 129, 189, 216, 272, 300, 307, 307, 307, 328, 350, 435, 471, 506, 506, 506]",[17],[45],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 21, 23]","[46, 61, 61, 61, 62, 129, 189, 216, 272, 300, 307, 307, 307, 328, 350, 435, 471, 506, 506, 506]","[46, 61, 61, 61, 62, 129, 189, 216, 272, 300, 307, 307, 307, 328, 350, 435, 471, 506, 506, 506]"
4_54_185,"[41, 41, 41, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323]",[4],[54],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 22, 23]","[41, 41, 41, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323]","[41, 41, 41, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323, 323]"
4_45_186,"[88, 179, 179, 195, 248, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281]",[4],[45],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 23]","[88, 179, 179, 195, 248, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281]","[88, 179, 179, 195, 248, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281, 281]"
0_33_187,"[41, 41, 49, 64, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 105]",[0],[33],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 22, 23]","[41, 41, 49, 64, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 105]","[41, 41, 49, 64, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 105]"
0_38_188,"[132, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195]",[0],[38],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[132, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195]","[132, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195]"
12_57_189,"[22, 28, 28, 81, 110, 212, 231, 261, 261, 353, 395, 627, 627, 627, 630, 786, 850, 850, 850, 850]",[12],[57],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13]","[22, 28, 28, 81, 110, 212, 231, 261, 261, 353, 395, 627, 627, 627, 630, 786, 850, 850, 850, 850]","[22, 28, 28, 81, 110, 212, 231, 261, 261, 353, 395, 627, 627, 627, 630, 786, 850, 850, 850, 850]"
1_45_190,"[15, 33, 33, 33, 33, 33, 33, 46, 49, 96, 217, 239, 301, 301, 301, 332, 354, 371, 371, 371]",[1],[45],"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[15, 33, 33, 33, 33, 33, 33, 46, 49, 96, 217, 239, 301, 301, 301, 332, 354, 371, 371, 371]","[15, 33, 33, 33, 33, 33, 33, 46, 49, 96, 217, 239, 301, 301, 301, 332, 354, 371, 371, 371]"
4_46_191,"[33, 361, 361, 361, 361, 361, 426, 489, 506, 506, 507, 562, 617, 617, 640, 640, 709, 742, 742, 742]",[4],[46],"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 21, 23]","[33, 361, 361, 361, 361, 361, 426, 489, 506, 506, 507, 562, 617, 617, 640, 640, 709, 742, 742, 742]","[33, 361, 361, 361, 361, 361, 426, 489, 506, 506, 507, 562, 617, 617, 640, 640, 709, 742, 742, 742]"
4_15_192,"[756, 880, 1011, 1149, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1497, 1497]",[4],[15],"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 22, 23]","[756, 880, 1011, 1149, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1497, 1497]","[756, 880, 1011, 1149, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1367, 1497, 1497]"
0_56_193,"[55, 55, 94, 134, 142, 155, 180, 188, 188, 212, 274, 307, 307, 411, 461, 481, 568, 575, 575, 575]",[0],[56],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 22, 23]","[55, 55, 94, 134, 142, 155, 180, 188, 188, 212, 274, 307, 307, 411, 461, 481, 568, 575, 575, 575]","[55, 55, 94, 134, 142, 155, 180, 188, 188, 212, 274, 307, 307, 411, 461, 481, 568, 575, 575, 575]"
0_75_194,"[74, 152, 220, 237, 399, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438]",[0],[75],"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 22, 23]","[74, 152, 220, 237, 399, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438]","[74, 152, 220, 237, 399, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438, 438]"
0_15_195,"[482, 482, 486, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538]",[0],[15],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 21, 22, 23]","[482, 482, 486, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538]","[482, 482, 486, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538, 538]"
1_57_196,"[21, 22, 22, 51, 51, 55, 77, 138, 231, 231, 231, 240, 257, 300, 321, 321, 321, 321, 323, 353]",[1],[57],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 22]","[21, 22, 22, 51, 51, 55, 77, 138, 231, 231, 231, 240, 257, 300, 321, 321, 321, 321, 323, 353]","[21, 22, 22, 51, 51, 55, 77, 138, 231, 231, 231, 240, 257, 300, 321, 321, 321, 321, 323, 353]"
18_57_197,"[0, 2, 51, 60, 60, 80, 187, 212, 231, 231, 231, 231, 231, 231, 231, 261, 275, 321, 353, 373]",[18],[57],"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[0, 2, 51, 60, 60, 80, 187, 212, 231, 231, 231, 231, 231, 231, 231, 261, 275, 321, 353, 373]","[0, 2, 51, 60, 60, 80, 187, 212, 231, 231, 231, 231, 231, 231, 231, 261, 275, 321, 353, 373]"
0_97_198,"[8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 126, 147, 147, 147, 147, 147]",[0],[97],"[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22, 23]","[8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 126, 147, 147, 147, 147, 147]","[8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 126, 147, 147, 147, 147, 147]"
