Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
42_44_147,"[22, 35, 41, 96, 104, 123, 127, 127, 127, 136, 136, 136, 136, 136, 136, 136, 136, 162, 168, 211]",[42],[44],"[0, 1, 2, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[22, 35, 41, 96, 104, 123, 127, 127, 127, 136, 136, 136, 136, 136, 136, 136, 136, 162, 168, 211]","[22, 35, 41, 96, 104, 123, 127, 127, 127, 136, 136, 136, 136, 136, 136, 136, 136, 162, 168, 211]"
43_34_148,"[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 191, 529, 609, 612, 612, 612, 612]",[43],[34],"[1, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 191, 529, 609, 612, 612, 612, 612]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 191, 529, 609, 612, 612, 612, 612]"
11_16_149,"[190, 190, 190, 190, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474]",[11],[16],"[0, 2, 4, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[190, 190, 190, 190, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474]","[190, 190, 190, 190, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474]"
12_86_150,"[232, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259]",[12],[86],"[0, 1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22]","[232, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259]","[232, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259, 259]"
19_34_151,"[4, 16, 122, 126, 126, 213, 239, 263, 263, 263, 281, 291, 301, 306, 357, 369, 370, 415, 415, 442]",[19],[34],"[0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","[4, 16, 122, 126, 126, 213, 239, 263, 263, 263, 281, 291, 301, 306, 357, 369, 370, 415, 415, 442]","[4, 16, 122, 126, 126, 213, 239, 263, 263, 263, 281, 291, 301, 306, 357, 369, 370, 415, 415, 442]"
15_47_152,"[11, 11, 11, 16, 16, 16, 42, 53, 59, 70, 70, 90, 162, 176, 181, 184, 184, 196, 203, 270]",[15],[47],"[0, 1, 4, 5, 6, 9, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[11, 11, 11, 16, 16, 16, 42, 53, 59, 70, 70, 90, 162, 176, 181, 184, 184, 196, 203, 270]","[11, 11, 11, 16, 16, 16, 42, 53, 59, 70, 70, 90, 162, 176, 181, 184, 184, 196, 203, 270]"
0_44_153,"[160, 177, 177, 177, 177, 177, 179, 179, 330, 355, 383, 385, 385, 385, 385, 455, 455, 455, 455, 455]",[0],[44],"[0, 1, 2, 3, 4, 6, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23]","[160, 177, 177, 177, 177, 177, 179, 179, 330, 355, 383, 385, 385, 385, 385, 455, 455, 455, 455, 455]","[160, 177, 177, 177, 177, 177, 179, 179, 330, 355, 383, 385, 385, 385, 385, 455, 455, 455, 455, 455]"
44_93_154,"[174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174]",[44],[93],"[0, 1, 2, 3, 4, 8, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174]","[174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174]"
16_57_155,"[453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453]",[16],[57],"[0, 1, 2, 3, 4, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453]","[453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453]"
7_25_156,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",[7],[25],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]","[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]","[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]"
21_55_157,"[682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682]",[21],[55],"[12, 13, 14, 15, 16, 17, 18, 23]","[682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682]","[682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682, 682]"
12_16_158,"[366, 415, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474]",[12],[16],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 18, 19, 20, 21, 22, 23]","[366, 415, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474]","[366, 415, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474, 474]"
8_45_159,"[0, 74, 186, 238, 241, 291, 311, 355, 355, 479, 562, 646, 725, 790, 826, 832, 840, 890, 907, 907]",[8],[45],"[0, 3, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[0, 74, 186, 238, 241, 291, 311, 355, 355, 479, 562, 646, 725, 790, 826, 832, 840, 890, 907, 907]","[0, 74, 186, 238, 241, 291, 311, 355, 355, 479, 562, 646, 725, 790, 826, 832, 840, 890, 907, 907]"
11_34_160,"[7, 284, 346, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361]",[11],[34],"[0, 1, 2, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","[7, 284, 346, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361]","[7, 284, 346, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361]"
7_73_161,"[61, 458, 458, 618, 693, 777, 782, 818, 818, 818, 818, 818, 818, 880, 880, 880, 880, 880, 880, 880]",[7],[73],"[0, 5, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23]","[61, 458, 458, 618, 693, 777, 782, 818, 818, 818, 818, 818, 818, 880, 880, 880, 880, 880, 880, 880]","[61, 458, 458, 618, 693, 777, 782, 818, 818, 818, 818, 818, 818, 880, 880, 880, 880, 880, 880, 880]"
7_55_162,"[80, 164, 230, 232, 264, 264, 278, 278, 291, 303, 303, 303, 303, 316, 316, 316, 316, 316, 366, 366]",[7],[55],"[0, 1, 2, 3, 6, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[80, 164, 230, 232, 264, 264, 278, 278, 291, 303, 303, 303, 303, 316, 316, 316, 316, 316, 366, 366]","[80, 164, 230, 232, 264, 264, 278, 278, 291, 303, 303, 303, 303, 316, 316, 316, 316, 316, 366, 366]"
11_44_163,"[13, 69, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 140, 170, 170, 170, 170, 170, 170]",[11],[44],"[0, 1, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","[13, 69, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 140, 170, 170, 170, 170, 170, 170]","[13, 69, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 140, 170, 170, 170, 170, 170, 170]"
21_93_164,"[174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174]",[21],[93],"[0, 1, 2, 3, 4, 5, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","[174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174]","[174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174]"
16_65_165,"[944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944]",[16],[65],"[0, 1, 2, 3, 4, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23]","[944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944]","[944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944]"
9_65_166,"[599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599]",[9],[65],"[0, 1, 3, 10, 12, 13, 14, 16, 19, 20, 21, 22, 23]","[599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599]","[599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599, 599]"
8_93_167,"[174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174]",[8],[93],"[0, 1, 2, 3, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","[174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174]","[174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174]"
7_45_168,"[107, 126, 126, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189]",[7],[45],"[0, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","[107, 126, 126, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189]","[107, 126, 126, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189, 189]"
11_26_169,"[1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023]",[11],[26],"[8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21]","[1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023]","[1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023]"
3_93_170,"[174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174]",[3],[93],"[0, 2, 3, 4, 5, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174]","[174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174]"
24_45_171,"[67, 124, 124, 124, 124, 124, 213, 215, 313, 313, 313, 313, 313, 313, 313, 313, 313, 313, 313, 313]",[24],[45],"[0, 1, 2, 3, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]","[67, 124, 124, 124, 124, 124, 213, 215, 313, 313, 313, 313, 313, 313, 313, 313, 313, 313, 313, 313]","[67, 124, 124, 124, 124, 124, 213, 215, 313, 313, 313, 313, 313, 313, 313, 313, 313, 313, 313, 313]"
26_67_172,"[601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601]",[26],[67],"[0, 1, 2, 7, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601]","[601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601]"
45_55_173,"[3, 7, 36, 56, 61, 105, 105, 126, 146, 170, 172, 173, 176, 176, 189, 189, 191, 193, 227, 264]",[45],[55],"[0, 2, 3, 4, 5, 6, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[3, 7, 36, 56, 61, 105, 105, 126, 146, 170, 172, 173, 176, 176, 189, 189, 191, 193, 227, 264]","[3, 7, 36, 56, 61, 105, 105, 126, 146, 170, 172, 173, 176, 176, 189, 189, 191, 193, 227, 264]"
15_77_174,"[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]",[15],[77],"[0, 1, 2, 3, 4, 6, 13, 14, 17, 18, 19, 20, 21, 22, 23]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
25_65_175,"[460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460]",[25],[65],"[1, 3, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23]","[460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460]","[460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460]"
26_26_176,"[474, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056]",[26],[26],"[0, 1, 10, 11, 12, 13, 14, 21, 23]","[474, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056]","[474, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056]"
16_65_177,"[944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944]",[16],[65],"[0, 1, 2, 3, 4, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23]","[944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944]","[944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944]"
16_37_178,"[203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203]",[16],[37],"[0, 1, 2, 3, 4, 5, 7, 13, 14, 17, 18, 19, 20, 21, 22, 23]","[203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203]","[203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203, 203]"
11_76_179,"[85, 85, 85, 85, 85, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166]",[11],[76],"[1, 2, 3, 5, 9, 11, 12, 13, 14, 15, 17, 21, 22, 23]","[85, 85, 85, 85, 85, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166]","[85, 85, 85, 85, 85, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166]"
27_73_180,"[38, 38, 38, 147, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198]",[27],[73],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 20, 21]","[38, 38, 38, 147, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198]","[38, 38, 38, 147, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198]"
46_44_181,"[773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773]",[46],[44],"[0, 17, 18]","[773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773]","[773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773]"
17_65_182,"[460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460]",[17],[65],"[0, 3, 4, 5, 6, 7, 8, 9, 12]","[460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460]","[460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460]"
31_73_183,"[226, 256, 664, 873, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944]",[31],[73],"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","[226, 256, 664, 873, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944]","[226, 256, 664, 873, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944]"
11_25_184,"[59, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 170, 170, 170, 170, 170]",[11],[25],"[0, 1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","[59, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 170, 170, 170, 170, 170]","[59, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 170, 170, 170, 170, 170]"
21_44_185,"[737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737]",[21],[44],"[0, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","[737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737]","[737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737]"
12_88_186,"[43, 264, 264, 264, 264, 264, 264, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948]",[12],[88],"[0, 1, 2, 3, 4, 5, 18, 19, 20, 21, 22, 23]","[43, 264, 264, 264, 264, 264, 264, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948]","[43, 264, 264, 264, 264, 264, 264, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948]"
47_28_187,"[1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033]",[47],[28],"[0, 1, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23]","[1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033]","[1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033]"
24_44_188,"[76, 84, 84, 84, 84, 84, 84, 84, 97, 97, 131, 144, 163, 163, 163, 204, 229, 240, 269, 269]",[24],[44],"[0, 1, 2, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[76, 84, 84, 84, 84, 84, 84, 84, 97, 97, 131, 144, 163, 163, 163, 204, 229, 240, 269, 269]","[76, 84, 84, 84, 84, 84, 84, 84, 97, 97, 131, 144, 163, 163, 163, 204, 229, 240, 269, 269]"
21_45_189,"[81, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545]",[21],[45],"[2, 9, 10, 11, 12, 13, 14, 15, 16, 17, 21, 23]","[81, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545]","[81, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545]"
12_84_190,"[80, 458, 685, 783, 818, 818, 873, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941]",[12],[84],"[0, 1, 2, 6, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[80, 458, 685, 783, 818, 818, 873, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941]","[80, 458, 685, 783, 818, 818, 873, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941]"
14_93_191,"[174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174]",[14],[93],"[0, 1, 2, 3, 4, 5, 6, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174]","[174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174, 174]"
23_43_192,"[177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177]",[23],[43],"[0, 1, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177]","[177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177]"
24_44_193,"[4, 4, 4, 5, 5, 17, 44, 62, 62, 62, 66, 103, 131, 131, 165, 189, 199, 225, 225, 225]",[24],[44],"[0, 1, 2, 4, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[4, 4, 4, 5, 5, 17, 44, 62, 62, 62, 66, 103, 131, 131, 165, 189, 199, 225, 225, 225]","[4, 4, 4, 5, 5, 17, 44, 62, 62, 62, 66, 103, 131, 131, 165, 189, 199, 225, 225, 225]"
11_44_194,"[177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177]",[11],[44],"[11, 12, 13, 16]","[177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177]","[177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177]"
30_84_195,"[458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458]",[30],[84],"[4, 9, 10, 11, 12, 13, 14, 15, 18, 19, 22, 23]","[458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458]","[458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458]"
11_26_196,"[57, 103, 103, 190, 190, 258, 258, 258, 258, 258, 258, 258, 258, 258, 258, 258, 258, 669, 739, 739]",[11],[26],"[0, 1, 2, 3, 4, 5, 6, 10, 11, 12, 13, 15, 17, 18, 19, 20, 21, 22, 23]","[57, 103, 103, 190, 190, 258, 258, 258, 258, 258, 258, 258, 258, 258, 258, 258, 258, 669, 739, 739]","[57, 103, 103, 190, 190, 258, 258, 258, 258, 258, 258, 258, 258, 258, 258, 258, 258, 669, 739, 739]"
16_72_197,"[535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535]",[16],[72],"[0, 1, 2, 3, 4, 9, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23]","[535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535]","[535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535, 535]"
11_46_198,"[130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130]",[11],[46],"[0, 1, 2, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23]","[130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130]","[130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130]"
25_65_199,"[460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460]",[25],[65],"[0, 1, 2, 3, 4, 5, 6, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","[460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460]","[460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460, 460]"
16_54_200,"[812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812]",[16],[54],"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 13, 17, 18, 19, 20, 22, 23]","[812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812]","[812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812]"
46_45_201,"[550, 550, 550, 550, 550, 550, 550, 550, 550, 564, 564, 564, 564, 564, 564, 564, 564, 564, 564, 564]",[46],[45],"[0, 1, 2, 3, 4, 5, 6, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","[550, 550, 550, 550, 550, 550, 550, 550, 550, 564, 564, 564, 564, 564, 564, 564, 564, 564, 564, 564]","[550, 550, 550, 550, 550, 550, 550, 550, 550, 564, 564, 564, 564, 564, 564, 564, 564, 564, 564, 564]"
